TankNum,Month,Day ,Year,ExptDay,Chl,pH,Temp,NH4,NO3,Snail,Disturbed,new_nh4,Observer,Notes,entered_by,checked_by
9,February,19,2019,30,0.626,8.8,19.4,,,1,,,,,jw,Ofure
9,February,20,2019,31,4.91,8.8,19.2,,,1,,,,,jw,Ofure
9,February,21,2019,32,0.533,9.1,20.5,,,1,,,,,jw,Ofure
9,February,22,2019,33,0.234,10.1,23.6,3.83,,1,,,,,jw,Ofure
9,February,23,2019,34,-0.266,,,,,1,,,,,jw,Ofure
9,February,24,2019,35,1.096,,,,,1,,,,water from ceiling dripping in,jw,Ofure
9,February,25,2019,36,-0.028,8.7,18.8,3.9,,,,,,,jw,Ofure
9,February,26,2019,37,2.605,9.8,22.8,,,0,,,,,jw,Ofure
9,February,27,2019,38,2.633,9.3,17.6,,,0,,,,,jw,Ofure
9,February,28,2019,39,1.841,8.7,19.8,4.83,,,,,,,jw,Ofure
10,January,21,2019,1,14.76,8.5,17.2,3.41,1.52,4,,,,added 100 algae from tank and 50 ml pure,jw,Ofure
10,January,22,2019,2,4.011,8.3,16.5,,,,,,,,jw,Ofure
10,January,23,2019,3,5.823,8.8,18.7,69.97,1.5,,,,ac,,jw,Ofure
10,January,24,2019,4,12.48,9.1,18.6,,,,,,af,,jw,Ofure
10,January,25,2019,5,37.61,9.4,16.3,2.46,2.66,,,,ap,,jw,Ofure
10,January,26,2019,6,16.77,9.5,19.7,,,,,,jh,,jw,Ofure
10,January,27,2019,7,9.034,9.3,19,3.3,1.79,,,,oo,,jw,Ofure
10,January,28,2019,8,8.823,9.1,15.7,,,,,,,,jw,Ofure
10,January,29,2019,9,12.1,9,17.2,4.57,1.81,,,,jh,,jw,Ofure
10,January,30,2019,10,2.508,9,15.8,,,,,,ac,,jw,Ofure
10,January,31,2019,11,8.485,9,12.5,5.32,2.22,3,,,jh,,jw,Ofure
10,February,1,2019,12,2.756,8.8,15.5,,,3,,,jw,,jw,Ofure
10,February,2,2019,13,22.1,8.5,17,6.13,1.78,4,,,,,jw,Ofure
10,February,3,2019,14,8.093,8.8,23.5,,,,,,,,jw,Ofure
10,February,4,2019,15,6.839,8.6,21.9,2.7,,,,,,,jw,Ofure
10,February,5,2019,16,9.231,8.4,20.4,,,4,,,jh,,jw,Ofure
10,February,6,2019,17,46.1,8.3,16.8,3.97,,2,,,,,jw,Ofure
10,February,7,2019,18,32.46,8.4,20,,,3,,,,,jw,Ofure
10,February,8,2019,19,36,8.1,17.8,4.35,,3,,,,,jw,Ofure
10,February,9,2019,20,18.06,8.2,18.1,,,3,,,jh,,jw,Ofure
10,February,10,2019,21,-166.9,8.5,20.5,5.2,,,,,,,jw,Ofure
10,February,11,2019,22,,8.1,18.1,,,,,,,,jw,Ofure
10,February,12,2019,23,1.018,8.6,15.6,5.59,,2,,,,,jw,Ofure
10,February,13,2019,24,-0.573,8.3,18.6,,,2,,,,,jw,Ofure
10,February,14,2019,25,0.41,8.4,20.3,8.48,,2,,,,,jw,Ofure
10,February,15,2019,26,0.103,8.2,19.4,,,2,,,,,jw,Ofure
10,February,16,2019,27,-0.211,8.2,18.3,7.74,,2,,,,,jw,Ofure
10,February,17,2019,28,-0.255,8.5,18.1,,,2,,,,,jw,Ofure
10,February,18,2019,29,-0.168,8.6,17.8,9.83,,2,,,,,jw,Ofure
10,February,19,2019,30,-0.433,9.1,19.3,,,1,,,,,jw,Ofure
10,February,20,2019,31,0.19,8.9,19,,,1,,,,,jw,Ofure
10,February,21,2019,32,0.052,9.1,20.3,,,1,,,,,jw,Ofure
10,February,22,2019,33,0.397,9.9,23.5,4.92,,1,,,,,jw,Ofure
10,February,23,2019,34,-0.181,,,,,,,,,,jw,Ofure
10,February,24,2019,35,0.574,,,,,,,,,,jw,Ofure
10,February,25,2019,36,-0.338,8.8,18.5,5.75,,,,,,,jw,Ofure
10,February,26,2019,37,1.728,9.7,22.5,,,1,,,,,jw,Ofure
10,February,27,2019,38,-0.345,9.4,17.4,,,1,,,,,jw,Ofure
10,February,28,2019,39,-0.347,8.8,19.4,6.23,,,,,,,jw,Ofure
11,January,21,2019,1,12.56,8.7,16.8,3.79,1.94,,,,,added 100 algae from tank and 125 ml pure,jw,Ofure
11,January,22,2019,2,4.034,8.3,16.5,,,,,,,,jw,Ofure
11,January,23,2019,3,14.71,8.8,18.6,73.87,2.06,,,,ac,,jw,Ofure
11,January,24,2019,4,5.265,9.1,18.6,,,,,,af,,jw,Ofure
11,January,25,2019,5,61.65,9.5,16.3,2.96,2.39,,,,ap,,jw,Ofure
11,January,26,2019,6,37.04,10.3,19.7,,,,,,jh,,jw,Ofure
11,January,27,2019,7,4.831,9.7,19.3,2.95,2.16,,,,oo,,jw,Ofure
11,January,28,2019,8,23.05,9.4,15.3,,,,,,,,jw,Ofure
11,January,29,2019,9,35.75,9.3,17,3.95,2.01,,,,jh,,jw,Ofure
11,January,30,2019,10,2.497,9.4,15.8,,,,,,ac,,jw,Ofure
11,January,31,2019,11,24.29,9.3,12.2,4.74,2.63,,,,jh,,jw,Ofure
11,February,1,2019,12,2.093,9.2,15.1,,,,,,jw,,jw,Ofure
11,February,2,2019,13,26.61,9,16.8,5.76,2.02,,,,,,jw,Ofure
11,February,3,2019,14,40.6,9.3,23.5,,,,,,,,jw,Ofure
11,February,4,2019,15,47.07,9,22.3,2.18,,,,,,,jw,Ofure
11,February,5,2019,16,62.47,8.9,20.3,,,,,,jh,,jw,Ofure
11,February,6,2019,17,95.21,8.7,16.8,3.48,,,,,,,jw,Ofure
11,February,7,2019,18,151.1,8.9,19.6,,,,,,,,jw,Ofure
11,February,8,2019,19,17.58,8.5,17.5,4.31,,,x,8.93,,,jw,Ofure
11,February,9,2019,20,297.6,8.3,18.2,,,,,,jh,,jw,Ofure
11,February,10,2019,21,421.2,9.6,20.5,4.73,,,,,,,jw,Ofure
11,February,11,2019,22,,8.6,17.8,,,,,,,really green but low chl reading,jw,Ofure
11,February,12,2019,23,28.56,9.5,15.3,5.91,,,,,,,jw,Ofure
11,February,13,2019,24,24.23,9.5,18.6,,,,,,,,jw,Ofure
11,February,14,2019,25,49.63,10,20.6,8.2,,,,,,,jw,Ofure
11,February,15,2019,26,3.545,9.5,19.5,,,,,,,,jw,Ofure
11,February,16,2019,27,8.691,9.2,18.2,6.8,,,,,,,jw,Ofure
11,February,17,2019,28,14.26,9.2,17.9,,,,,,,,jw,Ofure
11,February,18,2019,29,4.649,9.4,17.8,10.36,,,,,,,jw,Ofure
11,February,19,2019,30,31.98,9.7,19.6,,,,,,,,jw,Ofure
11,February,20,2019,31,40.36,9.5,19.1,,,,,,,,jw,Ofure
11,February,21,2019,32,20.2,9.5,20.4,,,,,,,,jw,Ofure
11,February,22,2019,33,17.29,10.3,23.6,4.45,,,,,,,jw,Ofure
11,February,23,2019,34,0.937,,,,,,,,,,jw,Ofure
11,February,24,2019,35,27.61,,,,,,,,,,jw,Ofure
11,February,25,2019,36,0.494,9.1,18.6,5.14,,,,,,,jw,Ofure
11,February,26,2019,37,31.13,10,22.2,,,,,,,,jw,Ofure
11,February,27,2019,38,4.404,9.8,17.3,,,,,,,,jw,Ofure
11,February,28,2019,39,38.22,9,19.6,9.38,,,,,,at end filtered lots of copepods,jw,Ofure
12,January,21,2019,1,11.71,8.7,16,4.42,1.91,,,,,added 300 algae from tank and 250 ml pure,jw,Ofure
12,January,22,2019,2,3.315,8.3,16.2,,,,,,,,jw,Ofure
12,January,23,2019,3,2.717,8.8,18.5,74.23,2.12,,,,ac,,jw,Ofure
12,January,24,2019,4,5.837,9,18.6,,,,,,af,,jw,Ofure
12,January,25,2019,5,19.91,9.4,16.2,2.89,2.2,,,,ap,,jw,Ofure
12,January,26,2019,6,23.31,10.1,19.6,,,,,,jh,,jw,Ofure
12,January,27,2019,7,5.924,9.7,19.1,2.89,2.14,,,,oo,,jw,Ofure
12,January,28,2019,8,10.16,9.4,15.1,,,,,,,,jw,Ofure
12,January,29,2019,9,33.66,9.3,16.9,3.73,1.92,,,,jh,,jw,Ofure
12,January,30,2019,10,3.656,9.4,15.5,,,,,,ac,,jw,Ofure
12,January,31,2019,11,15.57,9.3,12,4.74,2.42,,,,jh,,jw,Ofure
12,February,1,2019,12,3.152,9.3,14.8,,,,,,jw,,jw,Ofure
12,February,2,2019,13,19.65,9,16.6,5.9,1.97,,,,,,jw,Ofure
12,February,3,2019,14,6.346,9.2,23.7,,,,,,,,jw,Ofure
12,February,4,2019,15,13.15,9,22.2,2.14,,,,,,,jw,Ofure
12,February,5,2019,16,24.72,8.8,20.2,,,,,,jh,,jw,Ofure
12,February,6,2019,17,57.24,8.7,16.4,3.31,,,,,,,jw,Ofure
12,February,7,2019,18,43.94,8.7,19.6,,,,,,,,jw,Ofure
12,February,8,2019,19,44.22,8.3,17.5,3.87,,,x,8.27,,,jw,Ofure
12,February,9,2019,20,65.68,8.2,18,,,,,,jh,,jw,Ofure
12,February,10,2019,21,44.05,9,20.3,6.36,,,,,,,jw,Ofure
12,February,11,2019,22,,8.4,17.7,,,,,,,,jw,Ofure
12,February,12,2019,23,13.03,9,15.3,8.65,,,,,,,jw,Ofure
12,February,13,2019,24,1.629,8.8,18.6,,,,,,,,jw,Ofure
12,February,14,2019,25,32.73,9,20.2,10.19,,,,,,,jw,Ofure
12,February,15,2019,26,4.01,8.6,19.5,,,,,,,,jw,Ofure
12,February,16,2019,27,1.007,8.4,18.1,8.15,,,,,,,jw,Ofure
12,February,17,2019,28,1.083,8.1,17.8,,,,,,,,jw,Ofure
12,February,18,2019,29,0.241,8.6,17.7,10.43,,,,,,,jw,Ofure
12,February,19,2019,30,5.078,9.2,19.5,,,,,,,,jw,Ofure
12,February,20,2019,31,0.374,8.9,19.1,,,,,,,,jw,Ofure
12,February,21,2019,32,4.298,9,20.4,,,,,,,,jw,Ofure
12,February,22,2019,33,-0.143,10.2,23.8,4.64,,,,,,,jw,Ofure
12,February,23,2019,34,-0.388,,,,,,,,,,jw,Ofure
12,February,24,2019,35,1.303,,,,,,,,,,jw,Ofure
12,February,25,2019,36,-0.249,9,18.5,5.28,,,,,,,jw,Ofure
12,February,26,2019,37,3.787,10.3,22.4,,,,,,,,jw,Ofure
12,February,27,2019,38,-0.094,9.7,17.3,,,,,,,,jw,Ofure
12,February,28,2019,39,0.512,8.9,19.4,8.43,,,,,,,jw,Ofure
13,January,21,2019,1,11.44,8.6,15.8,4.47,2,,,,,added 400 algae from tank and 200 ml pure,jw,Ofure
13,January,22,2019,2,2.724,8.4,16.1,,,,,,,,jw,Ofure
13,January,23,2019,3,7.639,8.8,18.5,74.38,2.18,,,,ac,,jw,Ofure
13,January,24,2019,4,6.348,9,18.5,,,,,,af,,jw,Ofure
13,January,25,2019,5,54.32,9.4,16.3,2.98,2.09,,,,ap,,jw,Ofure
13,January,26,2019,6,21.21,10.1,19.5,,,,,,jh,,jw,Ofure
13,January,27,2019,7,4.7,9.6,19,3,2.17,,,,oo,,jw,Ofure
13,January,28,2019,8,7.966,9.4,14.9,,,,,,,,jw,Ofure
13,January,29,2019,9,28.16,9.3,16.7,3.69,1.84,,,,jh,,jw,Ofure
13,January,30,2019,10,4.058,9.3,15.3,,,,,,ac,,jw,Ofure
13,January,31,2019,11,10.91,9.3,11.1,4.43,2.31,,,,jh,,jw,Ofure
13,February,1,2019,12,3.648,9.1,14.8,,,,,,jw,,jw,Ofure
13,February,2,2019,13,13.03,8.9,16.5,16.17,1.94,,,,,,jw,Ofure
13,February,3,2019,14,4.961,9.2,23.5,,,,,,,,jw,Ofure
13,February,4,2019,15,6.807,8.8,22.1,2.2,,,,,,,jw,Ofure
13,February,5,2019,16,13.39,8.6,20.2,,,,,,jh,,jw,Ofure
13,February,6,2019,17,20.77,8.4,16.5,3.48,,,,,,,jw,Ofure
13,February,7,2019,18,13.36,8.3,19.5,,,,,,,,jw,Ofure
13,February,8,2019,19,28.98,8.2,17.3,4.53,,,,,,,jw,Ofure
13,February,9,2019,20,8.352,8.3,17.7,,,,,,jh,,jw,Ofure
13,February,10,2019,21,-250,8.8,20.1,5.03,,,,,,1 snail moved to 15,jw,Ofure
13,February,11,2019,22,,8.2,17.6,,,,,,,,jw,Ofure
13,February,12,2019,23,1.106,8.7,15.1,5.42,,,,,,,jw,Ofure
13,February,13,2019,24,-0.491,8.6,18.3,,,,,,,,jw,Ofure
13,February,14,2019,25,2.904,8.7,20.1,7.09,,,,,,,jw,Ofure
13,February,15,2019,26,-0.391,8.4,19.3,,,,,,,,jw,Ofure
13,February,16,2019,27,-0.352,8.3,18,7.17,,,,,,,jw,Ofure
13,February,17,2019,28,-0.099,8.3,17.7,,,,,,,,jw,Ofure
13,February,18,2019,29,-0.458,8.6,17.5,9.9,,,,,,,jw,Ofure
13,February,19,2019,30,-0.46,9.1,19.2,,,,,,,,jw,Ofure
13,February,20,2019,31,-0.303,8.9,18.9,,,,,,,,jw,Ofure
13,February,21,2019,32,-0.193,9,20.2,,,,,,,,jw,Ofure
13,February,22,2019,33,-0.633,9.9,23.5,3.93,,,,,,,jw,Ofure
13,February,23,2019,34,-0.417,,,,,,,,,,jw,Ofure
13,February,24,2019,35,-0.445,,,,,,,,,,jw,Ofure
13,February,25,2019,36,0.014,8.9,18.2,5.66,,,,,,,jw,Ofure
13,February,26,2019,37,0.614,9.9,22.2,,,,,,,,jw,Ofure
13,February,27,2019,38,-0.49,9.4,17.3,,,,,,,,jw,Ofure
13,February,28,2019,39,-0.178,8.7,19.2,,,,,,,,jw,Ofure
14,January,21,2019,1,11.35,8.7,15.8,4.23,1.73,,,,,added 500 algae from tank and 150 ml pure,jw,Ofure
14,January,22,2019,2,4.178,8.4,16.1,,,,,,,,jw,Ofure
14,January,23,2019,3,3.033,8.8,18.7,1.68,1.5,,,,ac,,jw,Ofure
14,January,24,2019,4,5.304,9.1,18.7,,,,,,af,,jw,Ofure
14,January,25,2019,5,64.68,9.5,16.5,2.68,2.16,,,,ap,,jw,Ofure
14,January,26,2019,6,15.06,9.8,19.5,,,,,,jh,,jw,Ofure
14,January,27,2019,7,3.041,9.5,18.9,2.83,2.08,,,,oo,,jw,Ofure
14,January,28,2019,8,4.008,9.3,15.1,,,,,,,,jw,Ofure
14,January,29,2019,9,9.622,9.1,17,3.53,1.85,,,,jh,,jw,Ofure
14,January,30,2019,10,3.383,9.3,15.4,,,,,,ac,,jw,Ofure
14,January,31,2019,11,4.838,9.3,11.8,4.82,2.48,,,,jh,,jw,Ofure
14,February,1,2019,12,1.175,9.1,14.9,,,,,,jw,,jw,Ofure
14,February,2,2019,13,6.036,8.9,16.6,5.63,2.09,,,,,,jw,Ofure
14,February,3,2019,14,3.345,9.3,23.5,,,,,,,,jw,Ofure
14,February,4,2019,15,1.876,9,21.9,2.17,,,,,,,jw,Ofure
14,February,5,2019,16,16.45,8.9,20.2,,,,,,jh,,jw,Ofure
14,February,6,2019,17,41.46,8.7,16.6,3.08,,,,,,,jw,Ofure
14,February,7,2019,18,16.34,8.8,19.5,,,,,,,,jw,Ofure
14,February,8,2019,19,61.56,8.4,17.5,3.57,,,x,7.17,,,jw,Ofure
14,February,9,2019,20,72.65,8.4,17.8,,,,,,jh,,jw,Ofure
14,February,10,2019,21,-260.7,9.4,20.2,4.56,,,,,,,jw,Ofure
14,February,11,2019,22,,8.6,17.7,,,,,,,,jw,Ofure
14,February,12,2019,23,17.88,9.4,15.1,5.02,,,,,,,jw,Ofure
14,February,13,2019,24,8.824,9.4,18.4,,,,,,,very green but low chl (8.824),jw,Ofure
14,February,14,2019,25,31.53,10.1,20.1,8.94,,,,,,,jw,Ofure
14,February,15,2019,26,2.386,9.7,19.4,,,,,,,very green but low chl,jw,Ofure
14,February,16,2019,27,12.88,9.1,18,6.72,,,,,,,jw,Ofure
14,February,17,2019,28,5.321,9.1,18,,,,,,,,jw,Ofure
14,February,18,2019,29,0.764,9.3,17.7,8.61,,,,,,very green but low chl,jw,Ofure
14,February,19,2019,30,11.25,9.6,19.3,,,,,,,,jw,Ofure
14,February,20,2019,31,8.357,9.5,19.1,,,,,,,,jw,Ofure
14,February,21,2019,32,8.382,9.4,20.3,,,,,,,,jw,Ofure
14,February,22,2019,33,4.588,10.3,23.4,4.14,,,,,,,jw,Ofure
14,February,23,2019,34,1.737,,,,,,,,,filter for daphnia,jw,Ofure
14,February,24,2019,35,6.21,,,,,,,,,,jw,Ofure
14,February,25,2019,36,1.111,9.3,18,5.78,,,,,,,jw,Ofure
14,February,26,2019,37,9.538,10,22.2,,,,,,,,jw,Ofure
14,February,27,2019,38,1.025,9.7,17.3,,,,,,,,jw,Ofure
14,February,28,2019,39,2.32,9.1,19.1,5.75,,,,,,,jw,Ofure
15,January,21,2019,1,11.63,8.7,15.8,3.45,1.86,4,,,,added 500 algae from tank and 100 ml pure,jw,Ofure
15,January,22,2019,2,3.048,8.4,16.3,,,,,,,,jw,Ofure
15,January,23,2019,3,4.006,8.7,18.7,87.58,1.45,,,,ac,,jw,Ofure
15,January,24,2019,4,6.688,9.1,18.7,,,,,,af,,jw,Ofure
15,January,25,2019,5,9.116,9.5,16.5,2.58,2.29,,,,ap,,jw,Ofure
15,January,26,2019,6,11.29,9.6,19.8,,,,,,jh,,jw,Ofure
15,January,27,2019,7,2.487,9.5,18.9,2.69,2.08,,,,oo,,jw,Ofure
15,January,28,2019,8,5.852,9.3,15.3,,,,,,,,jw,Ofure
15,January,29,2019,9,7.945,9.2,17.1,3.5,1.8,,,,jh,,jw,Ofure
15,January,30,2019,10,2.491,9.2,15.5,,,,,,ac,,jw,Ofure
15,January,31,2019,11,3.203,9.3,12.2,4.42,2.37,,,,jh,,jw,Ofure
15,February,1,2019,12,1.161,9.1,15.3,,,3,,,jw,,jw,Ofure
15,February,2,2019,13,3.251,8.9,16.9,4.89,2.01,3,,,,,jw,Ofure
15,February,3,2019,14,1.381,9,23.4,,,3,,,,,jw,Ofure
15,February,4,2019,15,2.319,9,22,2.23,,,,,,,jw,Ofure
15,February,5,2019,16,9.701,8.8,20.3,,,3,,,jh,,jw,Ofure
15,February,6,2019,17,21.87,8.7,16.8,3.01,,2,,,,,jw,Ofure
15,February,7,2019,18,17.76,8.8,19.7,,,1,,,,,jw,Ofure
15,February,8,2019,19,60.28,8.5,17.6,3.38,,0,x,7.42,,,jw,Ofure
15,February,9,2019,20,68.45,8.4,17.9,,,0,,,jh,,jw,Ofure
15,February,10,2019,21,371.5,9.5,20.4,4.44,,1,,,,snail from 13,jw,Ofure
15,February,11,2019,22,,8.9,18,,,0,,,,,jw,Ofure
15,February,12,2019,23,18.56,9.6,15.3,4.54,,0,,,,,jw,Ofure
15,February,13,2019,24,4.883,9.9,18.6,,,1,,,,very green but low chl (4.883),jw,Ofure
15,February,14,2019,25,14.95,10.2,20.2,8.96,,1,,,,,jw,Ofure
15,February,15,2019,26,3.14,10,19.6,,,1,,,,very green but low chl,jw,Ofure
15,February,16,2019,27,10.8,9.5,18.3,6.22,,1,,,,,jw,Ofure
15,February,17,2019,28,2.941,9.5,18.3,,,1,,,,,jw,Ofure
15,February,18,2019,29,4.009,9.6,18,8.62,,0,,,,,jw,Ofure
15,February,19,2019,30,11.8,9.7,19.6,,,0,,,,,jw,Ofure
15,February,20,2019,31,7.78,9.6,19.2,,,0,,,,,jw,Ofure
15,February,21,2019,32,6.562,9.5,20.4,,,0,,,,,jw,Ofure
15,February,22,2019,33,1.661,10.2,24.1,4.55,,0,,,,,jw,Ofure
15,February,23,2019,34,0.685,,,,,0,,,,,jw,Ofure
15,February,24,2019,35,2.596,,,,,0,,,,,jw,Ofure
15,February,25,2019,36,0.946,9.1,18.2,4.76,,0,,,,,jw,Ofure
15,February,26,2019,37,14.24,10.1,22.5,,,0,,,,,jw,Ofure
15,February,27,2019,38,3.621,9.6,17.5,,,0,,,,,jw,Ofure
15,February,28,2019,39,1.07,9.1,19.2,5.88,,0,,,,,jw,Ofure
16,January,22,2019,1,12.17,8.6,18.6,8.25,3.8,4,,,,,jw,Ofure
16,January,23,2019,2,2.718,8.6,18.6,,,,,,,,jw,Ofure
16,January,24,2019,3,6.288,8.9,18.7,3.53,4.89,,,,ac,,jw,Ofure
16,January,25,2019,4,20.92,9.4,16.7,,,,,,af,,jw,Ofure
16,January,26,2019,5,24.31,10.6,19.5,3.17,5.48,,,,ap,,jw,Ofure
16,January,27,2019,6,11.23,9.9,19.4,,,,,,jh,,jw,Ofure
16,January,28,2019,7,100.9,9.4,15.1,4.08,5.32,,,,oo,,jw,Ofure
16,January,29,2019,8,100.9,9.7,17.2,,,,,,,,jw,Ofure
16,January,30,2019,9,28.82,9.9,15.8,4.37,5.17,,,,jh,,jw,Ofure
16,January,31,2019,10,87.79,9.6,12.1,,,4,,,ac,,jw,Ofure
16,February,1,2019,11,23.86,9.8,15.2,4.47,1.75,3,,,jh,,jw,Ofure
16,February,2,2019,12,63.69,9.8,15.3,,,3,,,jw,,jw,Ofure
16,February,3,2019,13,107.1,9.7,16.6,5.97,,3,,,,,jw,Ofure
16,February,4,2019,14,173.4,9.4,22.5,,,,,,,,jw,Ofure
16,February,5,2019,15,240.1,9.1,20.9,2.43,,3,,,,,jw,Ofure
16,February,6,2019,16,986.4,9.1,16.3,,,2,,,jh,,jw,Ofure
16,February,7,2019,17,116.6,8.6,19.6,2.9,,3,,,,,jw,Ofure
16,February,8,2019,18,174.2,8.7,20.5,,,3,,,,,jw,Ofure
16,February,9,2019,19,501.9,8.2,18.2,7,,2,x,8.46,,,jw,Ofure
16,February,10,2019,20,497.4,8.7,20.3,,,2,,,jh,,jw,Ofure
16,February,11,2019,21,,8.2,17.9,16.54,,,,,,,jw,Ofure
16,February,12,2019,22,11.28,8.4,15.7,,,3,,,,,jw,Ofure
16,February,13,2019,23,1.509,8.5,18.7,,,3,,,,,jw,Ofure
16,February,14,2019,24,11.7,8.7,20.3,,,3,,,,,jw,Ofure
16,February,15,2019,25,3.321,8.2,20.8,16,,3,,,,,jw,Ofure
16,February,16,2019,26,2.273,8.3,18.2,,,3,,,,,jw,Ofure
16,February,17,2019,27,2.348,8,18,24.32,,3,,,,,jw,Ofure
16,February,18,2019,28,3.226,8,18.1,,,3,,,,,jw,Ofure
16,February,19,2019,29,2.389,8.2,21.2,,,3,,,,,jw,Ofure
16,February,20,2019,30,0.921,8.3,19.1,,,3,,,,,jw,Ofure
16,February,21,2019,31,0.552,8.3,20.4,22.68,,3,,,,,jw,Ofure
16,February,22,2019,32,1.53,8.5,23.8,,,3,,,,,jw,Ofure
16,February,23,2019,33,0.279,,,,,,,,,,jw,Ofure
16,February,24,2019,34,0.641,8.2,20.6,24.52,,3,,,,,jw,Ofure
16,February,25,2019,35,0.146,8.5,18.2,,,,,,,,jw,Ofure
16,February,26,2019,36,1.954,8.7,22.2,,,3,,,,,jw,Ofure
16,February,27,2019,37,0.601,8.6,17.2,29.62,,3,,,,,jw,Ofure
16,February,28,2019,38,0.541,8.5,19.4,,,,,,,,jw,Ofure
16,March,1,2019,39,0.57,8.3,21.2,27.67,,,,,,,jw,Ofure
17,January,22,2019,1,11.96,8.6,18.4,4.97,3.7,4,,,,,jw,Ofure
17,January,23,2019,2,2.261,8.5,18.5,,,,,,ac,,jw,Ofure
17,January,24,2019,3,4.576,8.8,18.6,3.79,5.06,,,,af,,jw,Ofure
17,January,25,2019,4,21.84,9.3,16.8,,,,,,,,jw,Ofure
17,January,26,2019,5,26.84,10.6,19.4,3.21,5.26,,,,jh,,jw,Ofure
17,January,27,2019,6,11,10,19.1,,,,,,oo,,jw,Ofure
17,January,28,2019,7,55.93,9.5,15,3.9,4.54,,,,,,jw,Ofure
17,January,29,2019,8,95.55,9.6,17.3,,,,,,jh,,jw,Ofure
17,January,30,2019,9,35.21,10,15.6,4.84,4.38,,,,ac,,jw,Ofure
17,January,31,2019,10,77.62,9.7,12,,,3,,,jh,,jw,Ofure
17,February,1,2019,11,62.76,10.6,18.2,4.18,1.7,3,,,,,jw,Ofure
17,February,2,2019,12,129.6,9.6,16.5,,,3,,,,one snail from 57 moved here,jw,Ofure
17,February,3,2019,13,8.557,10,23.5,6.24,,,,,,,jw,Ofure
17,February,4,2019,14,160.6,9.4,22.3,,,,,,,,jw,Ofure
17,February,5,2019,15,230.5,9.2,20.6,2.09,,3,,,jh,,jw,Ofure
17,February,6,2019,16,968.3,9,16.4,,,2,,,,,jw,Ofure
17,February,7,2019,17,87.5,8.7,19.4,2.83,,1,,,,,jw,Ofure
17,February,8,2019,18,158.3,8.2,17.4,,,2,,,,,jw,Ofure
17,February,9,2019,19,306.2,8.2,17.9,7.72,,2,,,jh,,jw,Ofure
17,February,10,2019,20,218.9,8.5,20.1,,,2,,,,,jw,Ofure
17,February,11,2019,21,,8,17.8,12.08,,,,,,,jw,Ofure
17,February,12,2019,22,7.065,8.3,15.7,,,3,,,,,jw,Ofure
17,February,13,2019,23,1.055,8.3,18.5,,,2,,,,,jw,Ofure
17,February,14,2019,24,5.994,8.4,20.1,,,2,,,,,jw,Ofure
17,February,15,2019,25,0.029,8.6,20.4,7.08,,1,,,,,jw,Ofure
17,February,16,2019,26,1.045,7.9,17.9,,,1,,,,,jw,Ofure
17,February,17,2019,27,0.025,8,17.8,8.96,,1,,,,,jw,Ofure
17,February,18,2019,28,1.865,8.1,17.8,,,1,,,,,jw,Ofure
17,February,19,2019,29,1.588,8.3,19.3,,,1,,,,,jw,Ofure
17,February,20,2019,30,0.632,8.1,19,,,1,,,,,jw,Ofure
17,February,21,2019,31,0.902,8.1,20.3,4.61,,1,,,,,jw,Ofure
17,February,22,2019,32,-0.287,8.3,33.8,,,,,,,,jw,Ofure
17,February,23,2019,33,-0.334,,,,,,,,,,jw,Ofure
17,February,24,2019,34,-0.152,8,20.3,8.5,,1,,,,,jw,Ofure
17,February,25,2019,35,-0.204,8.3,18.1,,,,,,,,jw,Ofure
17,February,26,2019,36,0.299,8.5,22,,,1,,,,,jw,Ofure
17,February,27,2019,37,0.873,8.5,17.1,13.72,,1,,,,,jw,Ofure
17,February,28,2019,38,2.124,8.3,19.2,,,,,,,,jw,Ofure
17,March,1,2019,39,0.156,8.3,20.2,14.06,,,,,,,jw,Ofure
18,January,22,2019,1,13.42,8.6,19.8,6.12,5.49,4,,,,,jw,Ofure
18,January,23,2019,2,1.757,8.6,18.5,,,,,,ac,,jw,Ofure
18,January,24,2019,3,3.418,8.8,18.5,4.42,6.6,,,,af,,jw,Ofure
18,January,25,2019,4,22.69,9.2,16.6,,,,,,,,jw,Ofure
18,January,26,2019,5,26.77,10.4,19.3,3.13,7.14,,,,jh,,jw,Ofure
18,January,27,2019,6,22.04,10.1,19,,,,,,oo,,jw,Ofure
18,January,28,2019,7,49.05,9.7,19.9,3.76,7.31,,,,,,jw,Ofure
18,January,29,2019,8,64.71,9.8,17.1,,,,,,jh,,jw,Ofure
18,January,30,2019,9,39.66,10.1,15.4,5.23,7.53,,,,ac,,jw,Ofure
18,January,31,2019,10,72.54,9.8,11.8,,,3,,,jh,,jw,Ofure
18,February,1,2019,11,120.4,9.4,15.1,3.87,3.04,3,,,,,jw,Ofure
18,February,2,2019,12,138.7,9.5,16.4,,,3,,,,,jw,Ofure
18,February,3,2019,13,77.03,10.7,23.6,6.66,,3,,,,,jw,Ofure
18,February,4,2019,14,217.2,9.8,22.2,,,,,,,,jw,Ofure
18,February,5,2019,15,554.4,9.6,20.3,2.03,,3,,,jh,,jw,Ofure
18,February,6,2019,16,763.4,9.5,16.4,,,1,,,,,jw,Ofure
18,February,7,2019,17,334.4,9.4,19.4,2.57,,2,,,,,jw,Ofure
18,February,8,2019,18,486,9,17.4,,,2,,,,,jw,Ofure
18,February,9,2019,19,1741,9.5,17.9,6.91,,2,,,jh,filtered due to Daphnia,jw,Ofure
